id_principal,id_documento,casa,nome_autor,partido,uf,tipo_autor,id_autor
129778,5371720,senado,Senadora Lídice da Mata ,PSB,BA,senador,4575
129778,5371720,senado,Senador Acir Gurgacz ,PDT,RO,senador,4981
129778,5371720,senado,Senador Alvaro Dias ,PV,PR,senador,945
129778,5371720,senado,Senador Antonio Carlos Valadares ,PSB,SE,senador,3
129778,5371720,senado,Senador Ataídes Oliveira ,PSDB,TO,senador,5164
129778,5371720,senado,Senador Benedito de Lira ,PP,AL,senador,3823
129778,5371720,senado,Senador Cristovam Buarque ,PPS,DF,senador,3398
129778,5371720,senado,Senador Elmano Férrer ,PMDB,PI,senador,5531
129778,5371720,senado,Senador Garibaldi Alves Filho ,PMDB,RN,senador,87
129778,5371720,senado,Senador João Capiberibe ,PSB,AP,senador,3394
129778,5371720,senado,Senador Jorge Viana ,PT,AC,senador,4990
129778,5371720,senado,Senador José Maranhão ,PMDB,PB,senador,3361
129778,5371720,senado,Senador José Pimentel ,PT,CE,senador,615
129778,5371720,senado,Senador Lasier Martins ,PSD,RS,senador,5533
129778,5371720,senado,Senador Lindbergh Farias ,PT,RJ,senador,3695
129778,5371720,senado,Senadora Lúcia Vânia ,PSB,GO,senador,643
129778,5371720,senado,Senadora Maria do Carmo Alves ,DEM,SE,senador,1023
129778,5371720,senado,Senador Paulo Bauer ,PSDB,SC,senador,3741
129778,5371720,senado,Senador Paulo Paim ,PT,RS,senador,825
129778,5371720,senado,Senador Paulo Rocha ,PT,PA,senador,374
129778,5371720,senado,Senador Randolfe Rodrigues ,REDE,AP,senador,5012
129778,5371720,senado,Senadora Regina Sousa ,PT,PI,senador,5182
129778,5371720,senado,Senador Roberto Muniz ,PP,BA,senador,5052
129778,5371720,senado,Senador Roberto Requião ,PMDB,PR,senador,72
129778,5371720,senado,Senador Romário ,PSB,RJ,senador,5322
129778,5371720,senado,Senador Telmário Mota ,PTB,RR,senador,5535
129778,5371720,senado,Senador Vicentinho Alves ,PR,TO,senador,4763
129778,7892384,senado,Senadora Fátima Bezerra ,PT,RN,senador,3713
129778,7934858,senado,Senador Jean Paul Prates ,PT,RN,senador,5627
129778,7934858,senado,Senador Acir Gurgacz ,PDT,RO,senador,4981
129778,7934858,senado,Senador Alessandro Vieira ,PPS,SE,senador,5982
129778,7934858,senado,Senador Angelo Coronel ,PSD,BA,senador,5967
129778,7934858,senado,Senador Antonio Anastasia ,PSDB,MG,senador,5529
129778,7934858,senado,Senador Cid Gomes ,PDT,CE,senador,5973
129778,7934858,senado,Senador Davi Alcolumbre ,DEM,AP,senador,3830
129778,7934858,senado,Senador Eduardo Braga ,MDB,AM,senador,4994
129778,7934858,senado,Senador Eduardo Girão ,PODE,CE,senador,5976
129778,7934858,senado,Senador Elmano Férrer ,PODE,PI,senador,5531
129778,7934858,senado,Senador Esperidião Amin ,PP,SC,senador,22
129778,7934858,senado,Senador Humberto Costa ,PT,PE,senador,5008
129778,7934858,senado,Senador Jayme Campos ,DEM,MT,senador,4531
129778,7934858,senado,Senador Jorginho Mello ,PR,SC,senador,5350
129778,7934858,senado,Senador José Maranhão ,MDB,PB,senador,3361
129778,7934858,senado,Senadora Kátia Abreu ,PDT,TO,senador,1249
129778,7934858,senado,Senador Lasier Martins ,PODE,RS,senador,5533
129778,7934858,senado,Senadora Leila Barros ,PSB,DF,senador,5979
129778,7934858,senado,Senador Luis Carlos Heinze ,PP,RS,senador,1186
129778,7934858,senado,Senador Marcelo Castro ,MDB,PI,senador,742
129778,7934858,senado,Senador Omar Aziz ,PSD,AM,senador,5525
129778,7934858,senado,Senador Paulo Paim ,PT,RS,senador,825
129778,7934858,senado,Senador Paulo Rocha ,PT,PA,senador,374
129778,7934858,senado,Senador Randolfe Rodrigues ,REDE,AP,senador,5012
129778,7934858,senado,Senador Reguffe ,,DF,senador,5236
129778,7934858,senado,Senador Renan Calheiros ,MDB,AL,senador,70
129778,7934858,senado,Senador Rogério Carvalho ,PT,SE,senador,5352
129778,7934858,senado,Senadora Rose de Freitas ,PODE,ES,senador,2331
129778,7934858,senado,Senadora Simone Tebet ,MDB,MS,senador,5527
129778,7934858,senado,Senadora Soraya Thronicke ,PSL,MS,senador,5988
129778,7934858,senado,Senador Veneziano Vital do Rêgo ,PSB,PB,senador,5748
129778,7934858,senado,Senadora Zenaide Maia ,PROS,RN,senador,5783
129778,7927653,senado,Cidadão Cidadão,NA,NA,nao_parlamentar,NA
129778,7923301,senado,Cidadão Cidadão,NA,NA,nao_parlamentar,NA
129778,7930938,senado,Cidadão Cidadão,NA,NA,nao_parlamentar,NA
