prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,evento,local
2088990,camara,2016-06-21T00:00:00Z,1,"Recebido o Ofício nº 762/2016, do Senado Federal, que submete à revisão da Câmara dos Deputados,nos termos do art. 65 da Constituição Federal, o Projeto de Lei do Senado nº 229 - Complementar, de 2009, de autoria do Senador lasso Jereissati, constante dos autógrafos em anexo, que 'Estabelece, com amparo nos arts. 163 e 165, § 9º, da Constituição Federal, normas gerais sobre planejamento, orçamento, fundos, contabilidade, controle e avaliação na administração pública; altera a Lei Complementar nº 101, de 4 de maio de 2000; e revoga a Lei nº 4.320, de 17 de março de 1964"".",MESA,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-21T16:37:00Z,2,"Apresentação do Projeto de Lei Complementar n. 295/2016, pelo Senado Federal, que: ""Estabelece, com amparo nos arts. 163 e 165,      § 9º, da Constituição Federal, normas gerais sobre planejamento, orçamento, fundos, contabilidade, controle e avaliação na administração pública; altera a Lei Complementar nº 101, de 4 de maio de 2000; e revoga a Lei nº 4.320, de 17 de março de 1964"".",PLEN,NA,NA,apresentacao_da_pl,CD-MESA-PLEN
2088990,camara,2016-06-21T16:37:00Z,3,Realizar o Encaminhamento para SECAP(SGM),SEPRO,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-21T16:38:00Z,4,Encaminhado  à CEDI (Legislação Citada),CEDI,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-21T18:03:00Z,5,Encaminhado à(ao) SECAP(SGM) através da guia de Remessa (GR/SEPRO) nº 2973/2016.,SEPRO,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-21T18:11:00Z,6,Recebimento pela SECAP(SGM).,SECAP(SGM),NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-22T00:00:00Z,7,Despacho a Confirmar.,MESA,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T11:41:00Z,8,Despacho Chancelado,SECAP(SGM),NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T11:41:00Z,9,Notificação à Sinopse de Despacho Chancelado,SECAP(SGM),NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T11:42:00Z,10,"Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade",MESA,NA,NA,distribuicao,CD-MESA-PLEN
2088990,camara,2016-06-23T11:42:00Z,11,Encaminhamento de Despacho de Distribuição à CCP para publicação.,MESA,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T11:44:00Z,12,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 613/2016.,SECAP(SGM),NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T14:41:00Z,13,Recebimento pela CCP.,CCP,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-23T15:43:00Z,14,Encaminhado à(ao) CFT através da guia de Remessa (GR/CCP) nº 6900/2016.,CCP,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-24T00:00:00Z,15,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 25/06/16 PÁG 37 COL 01.,CCP,NA,NA,NA,CD-MESA-PLEN
2088990,camara,2016-06-28T09:52:00Z,16,Recebimento pela CFT.,CFT,NA,NA,NA,CFT
2088990,camara,2016-07-06T00:00:00Z,17,"Designada Relatora, Dep. Simone Morgado (PMDB-PA)",CFT,NA,NA,designado_relator,CFT
2088990,camara,2016-08-19T00:00:00Z,18,"À CCT, cópia do Ofício nº 0599/2016_CNM/BSB. Original juntado aos autos.",CCP,NA,NA,NA,CFT
2088990,camara,2016-11-17T00:00:00Z,19,Despacho a Confirmar.,MESA,NA,NA,NA,CFT
