prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
131429,senado,2019-07-10T00:00:00Z,3,Encaminhado ao Plenário para comunicação de conclusão da instrução da matéria.,PLEN,14,AGUARDANDO LEITURA PARECER (ES),,Senado Federal,Senado Federal,131429
131429,senado,2019-07-10T00:00:00Z,2,"Encerrada a relatoria do Senador Randolfe Rodrigues por deliberação da matéria.
      À SLSF, para prosseguimento da tramitação.",CCJ,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-07-10T00:00:00Z,1,"Na 35ª Reunião Ordinária, realizada nesta data, a Comissão aprova o relatório do Senador Randolfe Rodrigues, que passa a constituir o Parecer da CCJ, contrário à Emenda nº 1-PLEN. Vota vencido o Senador Humberto Costa.
      A Comissão aprova o Requerimento nº 42, de 2019-CCJ, de urgência para a matéria.",CCJ,89,APROVADO PARECER NA COMISSÃO,,Senado Federal,Senado Federal,131429
131429,senado,2019-07-03T00:00:00Z,1,"Na 31ª Reunião Ordinária, realizada nesta data, a Presidência concede vista aos Senadores Antônio Anastasia e Rogério Carvalho, nos termos regimentais.
      Encaminhada cópia do Relatório do Senador Randolfe Rodrigues e do avulso da matéria ao Gabinete dos Senadores.",CCJ,90,PEDIDO DE VISTA CONCEDIDO,,Senado Federal,Senado Federal,131429
131429,senado,2019-06-24T00:00:00Z,1,Matéria incluída na Pauta da Comissão.,CCJ,138,INCLUÍDA NA PAUTA DA REUNIÃO,,Senado Federal,Senado Federal,131429
131429,senado,2019-05-27T00:00:00Z,1,"Recebido, às 18h04min, o Relatório do Senador Randolfe Rodrigues, com voto contrário à Emenda nº 1-PLEN.
      Matéria pronta para a Pauta na Comissão.",CCJ,42,PRONTA PARA A PAUTA NA COMISSÃO,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-10T00:00:00Z,3,"Distribuído ao Senador Randolfe Rodrigues, para emitir relatório.
      Em razão da apresentação da Emenda nº 1-Plen (art. 126, § 1º, do RISF).",CCJ,91,MATÉRIA COM A RELATORIA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-10T00:00:00Z,2,"Encerrou-se em 9 de abril o prazo para apresentação de emendas.
      Foi apresentada a Emenda nº 1-PLEN.
      À CCJ, para exame da emenda.",PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-10T00:00:00Z,1,Encaminhado ao Plenário para comunicação do término do prazo para apresentação de emendas.,SLSF,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-09T00:00:00Z,1,"Recebida, na Secretaria-Geral da Mesa, a Emenda nº 1-Plen, do Senador Humberto Costa.",SLSF,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-01T00:00:00Z,4,"Foi juntado à fl. 23, o original da assinatura do Senador Rogério Carvalho, apresentado no dia 28/03/2019 ao Recurso nº 2, de 2019, que constava cópia digitalizada.",PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-01T00:00:00Z,3,"Encaminhado à publicação o Recurso nº 2 de 2019, interposto no prazo regimental, no sentido da apreciação pelo Plenário do presente Projeto.
      A matéria ficará sobre a Mesa durante cinco dias úteis para recebimento de emendas, nos termos do art. 235, II, ""c"", do Regimento Interno.",PLEN,88,AGUARDANDO RECEBIMENTO DE EMENDAS PERANTE A MESA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-01T00:00:00Z,2,"Prazo: Apresentação de Emendas a projeto apreciado por Comissão em caráter terminativo, quando há recurso (Art. 235, II, ""c"", do RISF). De 03/04/2019 a 09/04/2019. Perante a Mesa.",PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-04-01T00:00:00Z,1,Encaminhado ao Plenário para comunicação de encerramento do prazo para interposição de Recurso.,SLSF,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-28T00:00:00Z,2,"Recebido o Recurso nº 2, de 2019, interposto no prazo regimental, tendo como primeiro signatário o Senador Humberto Costa.",PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-28T00:00:00Z,1,Retorno à SLSF devido a interposição de recurso.,PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-26T00:00:00Z,1,À CORELE.,PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-21T00:00:00Z,2,"Encaminhado à publicação o Ofício nº 16/2019, da CCJ, comunicando a apreciação da matéria, em caráter terminativo.
      Concluída a instrução da matéria.",PLEN,12,AGUARDANDO INTERPOSIÇÃO DE RECURSO,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-21T00:00:00Z,1,"Prazo: Interposição de Recurso a decisão terminativa de Comissão (Art. 91, §§ 3º ao 5º, do RISF). De 25/03/2019 a 29/03/2019. Perante a Mesa.",PLEN,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-20T00:00:00Z,3,Encaminhado ao Plenário para comunicação da conclusão da instrução da matéria.,PLEN,14,AGUARDANDO LEITURA PARECER (ES),,Senado Federal,Senado Federal,131429
131429,senado,2019-03-20T00:00:00Z,2,"Encerrada a relatoria do Senador Randolfe Rodrigues por deliberação da matéria.
      À SLSF, para prosseguimento da tramitação.",CCJ,NA,NA,,Senado Federal,Senado Federal,131429
131429,senado,2019-03-20T00:00:00Z,1,"Na 6ª Reunião Ordinária, realizada nesta data, a Comissão aprova o Projeto relatado pelo Senador Randolfe Rodrigues. 
      
      Anexei o Ofício nº 16/2019- PRESIDÊNCIA/CCJ, que comunica a decisão da Comissão em caráter terminativo, para ciência do Plenário e publicação no Diário do Senado Federal, art. 91, § 2º c/c art. 92 do RISF (fl.16).",CCJ,89,APROVADO PARECER NA COMISSÃO,,Senado Federal,Senado Federal,131429
