id_ext,casa,id_autor,tipo_autor,nome_autor,partido,uf,tipo_generico,sigla_local,qtd_de_documentos,is_important,id_senado,apelido,tema
16526,camara,74043,deputado,Wellington Roberto,PL,PB,Emenda,PLEN,17,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,204396,deputado,Vermelho,PSD,PR,Emenda,PLEN,11,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,160508,deputado,Afonso Florence,PT,BA,Emenda,PLEN,9,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,151208,deputado,Laercio Oliveira,PP,SE,Emenda,PLEN,6,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,160639,deputado,Professora Dorinha Seabra Rezende,DEM,TO,Emenda,PLEN,6,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,204388,deputado,Bibo Nunes,PSL,RS,Emenda,PLEN,6,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,141391,deputado,Arnaldo Jardim,CIDADANIA,SP,Emenda,PLEN,5,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,141470,deputado,José Guimarães,PT,CE,Requerimento,PLEN,5,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,160575,deputado,Erika Kokay,PT,DF,Proposição Apensada,PL129295,5,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,178910,deputado,Joaquim Passarinho,PSD,PA,Requerimento,PL129295,5,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
16526,camara,204477,deputado,Felício Laterça,PSL,RJ,Emenda,PLEN,5,TRUE,1489,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência
