id_leggo,id_autor,nome,partido,uf,bancada,nome_eleitoral,node_size
1,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),133.33333333333331
1,159238,Marcus Pestana,PSDB,MG,governo,Marcus Pestana (PSDB/MG),93.33333333333334
1,160426,Rogério Rosso,PSD,DF,governo,Rogério Rosso (PSD/DF),93.33333333333334
1,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),66.66666666666666
1,160518,Weliton Prado,PROS,MG,governo,Weliton Prado (PROS/MG),93.33333333333334
1,160527,Aguinaldo Ribeiro,PP,PB,governo,Aguinaldo Ribeiro (PP/PB),83.33333333333331
1,160530,Antonio Imbassahy,PSDB,BA,governo,Antonio Imbassahy (PSDB/BA),93.33333333333334
1,160622,Vicente Candido,PT,SP,oposição,Vicente Candido (PT/SP),75
1,160637,Ronaldo Fonseca,PODE,DF,governo,Ronaldo Fonseca (PODE/DF),310
1,160646,Fernando Francischini,PSL,,governo,Fernando Francischini (PSL/NA),93.33333333333334
1,160655,Ricardo Izar,PP,SP,governo,Ricardo Izar (PP/SP),93.33333333333334
1,167493,Weverton Rocha,PDT,MA,oposição,Weverton Rocha (PDT/MA),208.33333333333331
1,178887,Rubens Pereira Júnior,PCdoB,,governo,Rubens Pereira Júnior (PCdoB/NA),93.33333333333333
1,178900,Carlos Marun,MDB,,governo,Carlos Marun (MDB/NA),50
1,178926,Rodrigo Martins,PSB,PI,oposição,Rodrigo Martins (PSB/PI),93.33333333333334
1,73424,Simão Sessim,PP,RJ,governo,Simão Sessim (PP/RJ),66.66666666666666
1,73441,Celso Russomanno,PRB,SP,governo,Celso Russomanno (PRB/SP),93.33333333333334
1,73466,Rubens Bueno,CIDADANIA,PR,governo,Rubens Bueno (CIDADANIA/PR),159.99999999999997
1,73486,Pompeo De Mattos,PDT,RS,oposição,Pompeo De Mattos (PDT/RS),66.66666666666666
1,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),216.66666666666663
1,73553,Nelson Marquezelli,PTB,SP,governo,Nelson Marquezelli (PTB/SP),75
1,73579,Alberto Fraga,DEM,DF,governo,Alberto Fraga (DEM/DF),200
1,73666,Jovair Arantes,PTB,GO,governo,Jovair Arantes (PTB/GO),275
1,73931,Zé Geraldo,PT,PA,oposição,Zé Geraldo (PT/PA),66.66666666666666
1,74010,Valdir Colatto,MDB,SC,governo,Valdir Colatto (MDB/SC),83.33333333333331
1,74060,Daniel Almeida,PCdoB,BA,governo,Daniel Almeida (PCdoB/BA),166.66666666666666
1,74095,Pauderney Avelino,DEM,,governo,Pauderney Avelino (DEM/NA),93.33333333333333
1,74156,Leonardo Monteiro,PT,MG,oposição,Leonardo Monteiro (PT/MG),133.33333333333331
1,74254,Leonardo Picciani,MDB,RJ,governo,Leonardo Picciani (MDB/RJ),93.33333333333334
1,74385,Takayama,PSC,PR,governo,Takayama (PSC/PR),93.33333333333334
1,74400,Paulo Pimenta,PT,RS,oposição,Paulo Pimenta (PT/RS),233.3333333333333
1,189593,Wadih Damous,PT,RJ,oposição,Wadih Damous (PT/RJ),133.33333333333331
1,178984,Miguel Haddad,PSDB,SP,governo,Miguel Haddad (PSDB/SP),93.33333333333334
1,178835,Afonso Motta,PDT,RS,oposição,Afonso Motta (PDT/RS),166.66666666666663
1,178884,Hildo Rocha,MDB,MA,governo,Hildo Rocha (MDB/MA),125
1,178968,Adelson Barreto,PR,SE,governo,Adelson Barreto (PR/SE),75
1,178975,Baleia Rossi,MDB,SP,governo,Baleia Rossi (MDB/SP),50
1,178894,Laudivio Carvalho,PODE,MG,governo,Laudivio Carvalho (PODE/MG),66.66666666666666
2,141421,Eduardo Da Fonte,PP,PE,governo,Eduardo Da Fonte (PP/PE),87.5
2,141431,Fernando Coelho Filho,DEM,PE,governo,Fernando Coelho Filho (DEM/PE),87.5
2,141482,Leonardo Quintão,MDB,MG,governo,Leonardo Quintão (MDB/MG),87.5
2,141483,Lindomar Garçon,PRB,RO,governo,Lindomar Garçon (PRB/RO),91.66666666666664
2,144523,Daniel Vilela,MDB,GO,governo,Daniel Vilela (MDB/GO),87.5
2,160426,Rogério Rosso,PSD,DF,governo,Rogério Rosso (PSD/DF),87.5
2,160511,Alessandro Molon,PSB,RJ,oposição,Alessandro Molon (PSB/RJ),87.5
2,160515,Ronaldo Benedet,MDB,SC,governo,Ronaldo Benedet (MDB/SC),87.5
2,160630,Ságuas Moraes,PT,MT,oposição,Ságuas Moraes (PT/MT),87.5
2,178850,Marcos Rotta,MDB,,governo,Marcos Rotta (MDB/NA),87.5
2,178869,Vitor Valim,PROS,CE,governo,Vitor Valim (PROS/CE),87.5
2,73454,João Grandão,PT,MS,oposição,João Grandão (PT/MS),93.33333333333334
2,73474,Luci Choinacki,PT,SC,oposição,Luci Choinacki (PT/SC),93.33333333333334
2,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),93.33333333333333
2,73545,Luciano Zica,PT,SP,oposição,Luciano Zica (PT/SP),93.33333333333334
2,73584,Antonio Carlos Mendes Thame,PV,SP,governo,Antonio Carlos Mendes Thame (PV/SP),91.66666666666666
2,73655,Augusto Carvalho,SOLIDARIEDADE,DF,governo,Augusto Carvalho (SOLIDARIEDADE/DF),91.66666666666664
2,73666,Jovair Arantes,PTB,GO,governo,Jovair Arantes (PTB/GO),87.5
2,73945,Eduardo Gomes,SD,TO,governo,Eduardo Gomes (SD/TO),91.66666666666666
2,74031,João Alfredo,PSOL,CE,oposição,João Alfredo (PSOL/CE),93.33333333333334
2,74133,Luiz Alberto,PT,BA,oposição,Luiz Alberto (PT/BA),93.33333333333334
2,74137,Luiz Eduardo Greenhalgh,PT,SP,oposição,Luiz Eduardo Greenhalgh (PT/SP),93.33333333333334
2,74145,Zezéu Ribeiro,PT,,oposição,Zezéu Ribeiro (PT/NA),93.33333333333334
2,74153,Ivo José,PT,MG,oposição,Ivo José (PT/MG),93.33333333333334
2,74162,Iriny Lopes,PT,ES,oposição,Iriny Lopes (PT/ES),93.33333333333334
2,74171,Chico Alencar,PSOL,RJ,oposição,Chico Alencar (PSOL/RJ),91.66666666666666
2,74210,Sarney Filho,PV,MA,governo,Sarney Filho (PV/MA),91.66666666666666
2,74212,Aníbal Gomes,DEM,CE,governo,Aníbal Gomes (DEM/CE),87.5
2,74218,Walter Pinheiro,PT,BA,oposição,Walter Pinheiro (PT/BA),93.33333333333334
2,74253,Julio Lopes,PP,RJ,governo,Julio Lopes (PP/RJ),50
2,74254,Leonardo Picciani,MDB,RJ,governo,Leonardo Picciani (MDB/RJ),87.5
2,74262,Carlos Sampaio,PSDB,SP,governo,Carlos Sampaio (PSDB/SP),87.5
2,74285,Carlos Abicalil,PT,MT,oposição,Carlos Abicalil (PT/MT),91.66666666666666
2,74300,Marcelo Teixeira,PR,CE,governo,Marcelo Teixeira (PR/CE),91.66666666666666
2,74389,Mauro Passos,PT,SC,oposição,Mauro Passos (PT/SC),93.33333333333334
2,74391,Vignatti,PT,SC,oposição,Vignatti (PT/SC),93.33333333333333
2,74397,Luciana Genro,PSOL,RS,oposição,Luciana Genro (PSOL/RS),91.66666666666666
2,74491,Nazareno Fonteles,PT,PI,oposição,Nazareno Fonteles (PT/PI),93.33333333333334
2,74777,Rita Camata,PSDB,ES,governo,Rita Camata (PSDB/ES),91.66666666666666
2,74841,Fernando Gabeira,PV,RJ,governo,Fernando Gabeira (PV/RJ),91.66666666666666
2,178835,Afonso Motta,PDT,RS,oposição,Afonso Motta (PDT/RS),87.5
2,178975,Baleia Rossi,MDB,SP,governo,Baleia Rossi (MDB/SP),87.5
2,141550,Dr. Talmir,PV,SP,governo,Dr. Talmir (PV/SP),91.66666666666666
2,74780,Iara Bernardi,PT,SP,oposição,Iara Bernardi (PT/SP),93.33333333333334
2,141516,Paulo Abi-Ackel,PSDB,MG,governo,Paulo Abi-Ackel (PSDB/MG),50
5,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),163.33333333333331
5,160538,Bohn Gass,PT,RS,oposição,Bohn Gass (PT/RS),230
5,160556,Padre João,PT,MG,oposição,Padre João (PT/MG),229.99999999999997
5,178970,João Daniel,PT,SE,oposição,João Daniel (PT/SE),229.99999999999997
5,73427,Alberto Goldman,PSDB,,governo,Alberto Goldman (PSDB/NA),83.33333333333331
5,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),66.66666666666666
5,73553,Nelson Marquezelli,PTB,SP,governo,Nelson Marquezelli (PTB/SP),83.33333333333331
5,73592,Kátia Abreu,PFL,TO,governo,Kátia Abreu (PFL/TO),83.33333333333331
5,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),83.33333333333331
5,74171,Chico Alencar,PSOL,RJ,oposição,Chico Alencar (PSOL/RJ),66.66666666666666
5,74265,Dimas Ramalho,PPS,,governo,Dimas Ramalho (PPS/NA),83.33333333333331
5,74269,Enéas,PR,,governo,Enéas (PR/NA),83.33333333333331
5,178986,Nilto Tatto,PT,SP,oposição,Nilto Tatto (PT/SP),163.33333333333331
5,74693,Rodrigo Maia,DEM,RJ,governo,Rodrigo Maia (DEM/RJ),83.33333333333331
5,134812,Edmilson Rodrigues,PSOL,PA,oposição,Edmilson Rodrigues (PSOL/PA),66.66666666666666
6,141422,Efraim Filho,DEM,,governo,Efraim Filho (DEM/NA),83.33333333333331
6,141431,Fernando Coelho Filho,DEM,PE,governo,Fernando Coelho Filho (DEM/PE),196.66666666666666
6,141503,Jô Moraes,PCdoB,MG,governo,Jô Moraes (PCdoB/MG),80
6,141515,Otavio Leite,PSDB,RJ,governo,Otavio Leite (PSDB/RJ),85.71428571428571
6,151208,Laercio Oliveira,PP,SE,governo,Laercio Oliveira (PP/SE),85.7142857142857
6,160426,Rogério Rosso,PSD,DF,governo,Rogério Rosso (PSD/DF),116.66666666666666
6,160543,Andre Moura,PSC,,governo,Andre Moura (PSC/NA),133.33333333333331
6,160613,Sibá Machado,PT,AC,oposição,Sibá Machado (PT/AC),80
6,160630,Ságuas Moraes,PT,MT,oposição,Ságuas Moraes (PT/MT),305
6,164360,Carmen Zanotto,CIDADANIA,SC,governo,Carmen Zanotto (CIDADANIA/SC),80
6,167493,Weverton Rocha,PDT,MA,oposição,Weverton Rocha (PDT/MA),221.66666666666666
6,178879,Lucas Vergilio,SOLIDARIEDADE,GO,governo,Lucas Vergilio (SOLIDARIEDADE/GO),66.66666666666666
6,4931,Izalci Lucas,PSDB,DF,governo,Izalci Lucas (PSDB/DF),216.66666666666666
6,73434,Arnaldo Faria De Sá,PP,SP,governo,Arnaldo Faria De Sá (PP/SP),75
6,73441,Celso Russomanno,PRB,SP,governo,Celso Russomanno (PRB/SP),116.66666666666666
6,73466,Rubens Bueno,CIDADANIA,PR,governo,Rubens Bueno (CIDADANIA/PR),369.04761904761904
6,73568,Celso Jacob,MDB,RJ,governo,Celso Jacob (MDB/RJ),75
6,73666,Jovair Arantes,PTB,GO,governo,Jovair Arantes (PTB/GO),85.7142857142857
6,74050,Maurício Quintella Lessa,PR,AL,governo,Maurício Quintella Lessa (PR/AL),135.71428571428572
6,74095,Pauderney Avelino,DEM,,governo,Pauderney Avelino (DEM/NA),283.3333333333333
6,74210,Sarney Filho,PV,MA,governo,Sarney Filho (PV/MA),238.33333333333331
6,74399,Onyx Lorenzoni,DEM,,governo,Onyx Lorenzoni (DEM/NA),75
6,74428,Mendonça Filho,DEM,PE,governo,Mendonça Filho (DEM/PE),85.71428571428571
6,74750,Newton Cardoso,PMDB,MG,governo,Newton Cardoso (PMDB/MG),66.66666666666666
6,74848,Jandira Feghali,PCdoB,RJ,governo,Jandira Feghali (PCdoB/RJ),196.66666666666666
6,97707,Heráclito Fortes,DEM,PI,governo,Heráclito Fortes (DEM/PI),375
6,178891,Caio Narcio,PSDB,,governo,Caio Narcio (PSDB/NA),83.33333333333331
6,178845,Ronaldo Lessa,PDT,AL,oposição,Ronaldo Lessa (PDT/AL),80
6,178998,Raquel Muniz,PSD,MG,governo,Raquel Muniz (PSD/MG),66.66666666666666
6,178916,Daniel Coelho,CIDADANIA,PE,governo,Daniel Coelho (CIDADANIA/PE),85.71428571428571
6,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),50
6,178882,André Fufuca,PP,MA,governo,André Fufuca (PP/MA),66.66666666666666
6,178848,Conceição Sampaio,PSDB,AM,governo,Conceição Sampaio (PSDB/AM),80
6,178939,Clarissa Garotinho,PROS,RJ,governo,Clarissa Garotinho (PROS/RJ),66.66666666666666
6,159238,Marcus Pestana,PSDB,MG,governo,Marcus Pestana (PSDB/MG),150
6,160646,Fernando Francischini,PSL,,governo,Fernando Francischini (PSL/NA),75
6,178910,Joaquim Passarinho,PSD,PA,governo,Joaquim Passarinho (PSD/PA),66.66666666666666
7,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),50
7,74171,Chico Alencar,PSOL,RJ,oposição,Chico Alencar (PSOL/RJ),50
9,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),50
9,134812,Edmilson Rodrigues,PSOL,PA,oposição,Edmilson Rodrigues (PSOL/PA),50
10,141484,Lúcio Vale,PR,,governo,Lúcio Vale (PR/NA),87.5
10,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),87.5
10,141536,Rômulo Gouveia,"",PB,governo,Rômulo Gouveia (/PB),87.5
10,160666,Félix Mendonça Júnior,PDT,BA,oposição,Félix Mendonça Júnior (PDT/BA),87.5
10,178829,Capitão Augusto,PL,SP,governo,Capitão Augusto (PL/SP),87.5
10,178960,Remídio Monai,PR,RR,governo,Remídio Monai (PR/RR),87.5
10,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),50
10,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),87.5
10,178992,Vitor Lippi,PSDB,SP,governo,Vitor Lippi (PSDB/SP),87.5
10,74171,Chico Alencar,PSOL,RJ,oposição,Chico Alencar (PSOL/RJ),50
12,134812,Edmilson Rodrigues,PSOL,PA,oposição,Edmilson Rodrigues (PSOL/PA),80
12,152605,Glauber Braga,PSOL,RJ,oposição,Glauber Braga (PSOL/RJ),80
12,160530,Antonio Imbassahy,PSDB,BA,governo,Antonio Imbassahy (PSDB/BA),93.33333333333334
12,160601,Pr. Marco Feliciano,PODE,SP,governo,Pr. Marco Feliciano (PODE/SP),95.45454545454547
12,160640,Eros Biondini,PROS,MG,governo,Eros Biondini (PROS/MG),93.33333333333334
12,178828,Evandro Gussi,PV,SP,governo,Evandro Gussi (PV/SP),93.33333333333334
12,178836,Alan Rick,DEM,AC,governo,Alan Rick (DEM/AC),188.7878787878788
12,178945,Rosangela Gomes,PRB,RJ,governo,Rosangela Gomes (PRB/RJ),93.33333333333334
12,178947,Sóstenes Cavalcante,DEM,RJ,governo,Sóstenes Cavalcante (DEM/RJ),95.45454545454547
12,193726,Paulo Eduardo Martins,PSC,PR,governo,Paulo Eduardo Martins (PSC/PR),95.45454545454547
12,204369,Caroline De Toni,PSL,SC,governo,Caroline De Toni (PSL/SC),95.45454545454547
12,204374,Bia Kicis,PSL,DF,governo,Bia Kicis (PSL/DF),95.45454545454547
12,204376,Coronel Armando,PSL,SC,governo,Coronel Armando (PSL/SC),95.45454545454547
12,204400,Aline Sleutjes,PSL,PR,governo,Aline Sleutjes (PSL/PR),95.45454545454547
12,204407,Fernanda Melchionna,PSOL,RS,oposição,Fernanda Melchionna (PSOL/RS),146.66666666666666
12,204411,Filipe Barros,PSL,PR,governo,Filipe Barros (PSL/PR),95.45454545454547
12,204420,Julian Lemos,PSL,PB,governo,Julian Lemos (PSL/PB),95.45454545454547
12,204442,Gurgel,PSL,RJ,governo,Gurgel (PSL/RJ),95.45454545454547
12,204449,Nelson Barbudo,PSL,MT,governo,Nelson Barbudo (PSL/MT),95.45454545454547
12,204460,Carlos Jordy,PSL,RJ,governo,Carlos Jordy (PSL/RJ),95.45454545454547
12,204462,Chris Tonietto,PSL,RJ,governo,Chris Tonietto (PSL/RJ),95.45454545454547
12,204464,Talíria Petrone,PSOL,RJ,oposição,Talíria Petrone (PSOL/RJ),80
12,204507,Carla Zambelli,PSL,SP,governo,Carla Zambelli (PSL/SP),95.45454545454547
12,204509,Áurea Carolina,PSOL,MG,oposição,Áurea Carolina (PSOL/MG),80
12,204516,Alexis Fonteyne,NOVO,SP,governo,Alexis Fonteyne (NOVO/SP),95.45454545454547
12,204526,Luiz Philippe De Orleans e Bragança,PSL,SP,governo,Luiz Philippe De Orleans e Bragança (PSL/SP),95.45454545454547
12,204535,Sâmia Bomfim,PSOL,SP,oposição,Sâmia Bomfim (PSOL/SP),146.66666666666666
12,204536,Kim Kataguiri,DEM,SP,governo,Kim Kataguiri (DEM/SP),95.45454545454547
12,204545,Alê Silva,PSL,MG,governo,Alê Silva (PSL/MG),95.45454545454547
12,204546,Joice Hasselmann,PSL,SP,governo,Joice Hasselmann (PSL/SP),95.45454545454547
12,204547,Léo Motta,PSL,MG,governo,Léo Motta (PSL/MG),95.45454545454547
12,4931,Izalci Lucas,PSDB,DF,governo,Izalci Lucas (PSDB/DF),93.33333333333334
12,73441,Celso Russomanno,PRB,SP,governo,Celso Russomanno (PRB/SP),93.33333333333334
12,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),80
12,73584,Antonio Carlos Mendes Thame,PV,SP,governo,Antonio Carlos Mendes Thame (PV/SP),93.33333333333333
12,73778,Luiz Carlos Hauly,PSDB,PR,governo,Luiz Carlos Hauly (PSDB/PR),93.33333333333334
12,74057,Alice Portugal,PCdoB,BA,governo,Alice Portugal (PCdoB/BA),50
12,74254,Leonardo Picciani,MDB,RJ,governo,Leonardo Picciani (MDB/RJ),93.33333333333334
12,74366,João Campos,PRB,GO,governo,João Campos (PRB/GO),93.33333333333334
12,74558,Givaldo Carimbão,AVANTE,AL,governo,Givaldo Carimbão (AVANTE/AL),93.33333333333334
12,74650,Bonifácio De Andrada,DEM,MG,governo,Bonifácio De Andrada (DEM/MG),93.33333333333334
12,74784,Luiza Erundina,PSOL,SP,oposição,Luiza Erundina (PSOL/SP),160
12,92776,Stefano Aguiar,PSD,MG,governo,Stefano Aguiar (PSD/MG),93.33333333333334
12,160672,Jean Wyllys,PSOL,,oposição,Jean Wyllys (PSOL/NA),80
12,178977,Eduardo Cury,PSDB,SP,governo,Eduardo Cury (PSDB/SP),93.33333333333334
12,207309,Enéias Reis,PSL,MG,governo,Enéias Reis (PSL/MG),95.45454545454547
12,205548,David Miranda,PSOL,RJ,oposição,David Miranda (PSOL/RJ),66.66666666666666
12,160641,Professora Marcivania,PCdoB,AP,governo,Professora Marcivania (PCdoB/AP),50
13,159238,Marcus Pestana,PSDB,MG,governo,Marcus Pestana (PSDB/MG),66.66666666666666
13,164359,Delegado Waldir,PSL,GO,governo,Delegado Waldir (PSL/GO),50
13,73579,Alberto Fraga,DEM,DF,governo,Alberto Fraga (DEM/DF),50
13,74048,Raul Jungmann,PPS,PE,governo,Raul Jungmann (PPS/PE),66.66666666666666
13,74253,Julio Lopes,PP,RJ,governo,Julio Lopes (PP/RJ),50
13,74847,Jair Bolsonaro,PSL,,governo,Jair Bolsonaro (PSL/NA),66.66666666666666
13,92346,Eduardo Bolsonaro,PSL,SP,governo,Eduardo Bolsonaro (PSL/SP),66.66666666666666
13,177282,Subtenente Gonzaga,PDT,MG,oposição,Subtenente Gonzaga (PDT/MG),66.66666666666666
13,204456,Gutemberg Reis,MDB,RJ,governo,Gutemberg Reis (MDB/RJ),50
13,73588,Mauro Benevides,MDB,CE,governo,Mauro Benevides (MDB/CE),50
13,141516,Paulo Abi-Ackel,PSDB,MG,governo,Paulo Abi-Ackel (PSDB/MG),50
13,160646,Fernando Francischini,PSL,,governo,Fernando Francischini (PSL/NA),66.66666666666666
14,113247,Valmir Prascidelli,PT,SP,oposição,Valmir Prascidelli (PT/SP),92.3076923076923
14,129037,Gabriel Guimarães,PT,,oposição,Gabriel Guimarães (PT/NA),92.3076923076923
14,141398,Carlos Zarattini,PT,SP,oposição,Carlos Zarattini (PT/SP),612.5
14,141445,Pepe Vargas,PT,,oposição,Pepe Vargas (PT/NA),700
14,141470,José Guimarães,PT,CE,oposição,José Guimarães (PT/CE),92.3076923076923
14,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),92.3076923076923
14,159237,Assis Carvalho,PT,PI,oposição,Assis Carvalho (PT/PI),700
14,160575,Erika Kokay,PT,DF,oposição,Erika Kokay (PT/DF),92.3076923076923
14,178859,Moema Gramacho,PT,,oposição,Moema Gramacho (PT/NA),92.3076923076923
14,178866,Luizianne Lins,PT,CE,oposição,Luizianne Lins (PT/CE),700
14,73433,Arlindo Chinaglia,PT,SP,oposição,Arlindo Chinaglia (PT/SP),700
14,73434,Arnaldo Faria De Sá,PP,SP,governo,Arnaldo Faria De Sá (PP/SP),125
14,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),300
14,73586,Júlio Delgado,PSB,MG,oposição,Júlio Delgado (PSB/MG),125
