prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,link_inteiro_teor,origem_tramitacao_local_nome_casa_local,destino_tramitacao_local_nome_casa_local,id_principal
135505,senado,2019-05-13T00:00:00Z,2,"Juntados aos autos do processo o original de manifestação do Ofício nº 72/2019, da Câmara Municipal de Gaspar - SC, e a cópia da carta-resposta encaminhada pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 25/27)",ATRSGM,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-05-13T00:00:00Z,1,Encaminhado por solicitação.,COARQ,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-05-06T00:00:00Z,2,"Encerrou-se em 3 de maio o prazo para interposição de recurso no sentido da apreciação pelo Plenário.
      Não houve interposição de recurso.
      Tendo sido rejeitado terminativamente pela CCJ, o projeto vai ao Arquivo.
      (Este processado contém vinte e três folhas numeradas)",PLEN,49,REJEITADA,,Senado Federal,Senado Federal,135505
135505,senado,2019-05-06T00:00:00Z,1,Encaminhado ao Plenário para comunicação do término do prazo para apresentação de recurso.,PLEN,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-05-03T00:00:00Z,1,PL rejeitado.,PLEN,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-04-29T00:00:00Z,1,À CORELE.,PLEN,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-04-24T00:00:00Z,5,"Recebido o Ofício nº 23, de 2019, da CCJ, comunicando a apreciação da matéria, em caráter terminativo.
      Concluída a instrução da matéria, fica aberto o prazo de cinco dias úteis para interposição de recurso, por um décimo dos membros da Casa, para que a matéria seja apreciada pelo Plenário.",PLEN,12,AGUARDANDO INTERPOSIÇÃO DE RECURSO,,Senado Federal,Senado Federal,135505
135505,senado,2019-04-24T00:00:00Z,4,"Prazo: Interposição de Recurso a decisão terminativa de Comissão (Art. 91, §§ 3º ao 5º, do RISF). De 26/04/2019 a 03/05/2019. Perante a Mesa.",PLEN,NA,NA,,Senado Federal,Senado Federal,135505
135505,senado,2019-04-24T00:00:00Z,3,"Encaminhado ao Plenário para comunicação da conclusão da instrução da matéria e abertura de prazo para recurso, nos termos do art. 91, §§ 3º a 5º, do Regimento Interno.",PLEN,14,AGUARDANDO LEITURA PARECER (ES),,Senado Federal,Senado Federal,135505
135505,senado,2019-04-24T00:00:00Z,2,"Encerrada a relatoria do Senador Fabiano Contarato por deliberação da matéria.
      À SLSF, para prosseguimento da tramitação.",CCJ,NA,NA,,Senado Federal,Senado Federal,135505
