CdProposition,NumberItemProposition,Distance
2172654,0,NaN
2172654,1,0
2172654,2,0
2172654,3,NaN
2172654,4,0
2172654,5,NaN
2172654,6,NaN
2172654,7,NaN
2172654,8,0
2172654,9,NaN
2172654,10,NaN
2172654,13,0
2172654,14,0
2172654,15,0
2172654,16,NaN
2172654,17,NaN
2172654,18,0
2172654,19,NaN
2172654,21,0
2172654,22,NaN
2172654,23,0
2172654,24,0
2172654,25,0
2172654,26,0
2172654,27,0
2172654,28,0
2172654,29,0
2172654,30,0
2172654,31,0
2172654,32,0
2172654,33,0
2172654,34,0
2172654,35,0
2172654,36,0
2172654,37,0
2172654,38,0
2172654,39,0
2172654,41,0
2172654,42,0
2172654,43,0
2172654,44,0
2172654,46,0
2172654,48,0
2172654,51,0
2172654,53,0
2172654,54,0
2172654,55,0
2172654,56,0
2172654,57,0
2172654,61,0
2172654,62,0
2172654,63,0
2172654,64,0
2172654,65,0
2172654,66,0
2172654,67,0
2172654,68,0
2172654,69,0
2172654,70,0
2172654,71,0
2172654,72,0
2172654,73,0
2172654,75,0
2172654,76,0
2172654,77,0
2172654,79,0
2172654,80,0
2172654,81,0
2172654,83,0
2172654,84,0
2172654,86,0
2172654,88,0
2172654,89,0
2172654,90,0
2172654,91,0
2172654,92,0
2172654,94,0
2172654,95,0
2172654,96,0
2172654,97,0
2172654,98,0
2172654,100,0
2172654,101,0
2172654,103,0
2172654,104,0
2172654,106,0
2172654,107,0
2172654,108,0
2172654,109,0
2172654,113,0
2172654,114,0
2172654,116,0
2172654,117,0
2172654,118,0
2172654,120,0
2172654,121,0
2172654,122,0
2172654,124,0
2172654,125,0
2172654,126,0
2172654,127,0
2172654,129,0
2172654,130,0
2172654,131,0
2172654,133,0
2172654,134,0
2172654,135,0
2172654,136,0
2172654,137,0
2172654,138,0
2172654,139,0
2172654,140,0
2172654,141,0
2172654,142,0
2172654,143,0
2172654,144,0
2172654,145,0
2172654,146,0
2172654,147,0
2172654,148,0
2172654,149,0
2172654,150,0
2172654,151,0
2172654,152,0
2172654,153,NaN
2172654,154,0
2172654,155,0
2172654,156,0
2172654,157,0
2172654,158,0
2172654,160,0
2172654,162,0
2172654,163,0
2172654,165,0
2172654,166,0
2172654,167,0
2172654,169,0
2172654,170,0
2172654,171,0
2172654,173,0
2172654,174,0
2172654,175,0
2172654,176,0
2172654,181,0
2172654,182,0
2172654,183,0
2172654,184,0
2172654,185,0
2172654,186,0
2172654,187,0
2172654,188,0
2172654,189,0
2172654,190,0
2172654,191,0
2172654,192,0
2172654,193,0
2172654,194,0
2172654,195,0
2172654,197,0
2172654,199,0
2172654,200,0
2172654,201,0
2172654,202,0
2172654,203,0
2172654,204,0
2172654,205,0
2172654,207,0
2172654,208,0
2172654,209,0
2172654,210,0
2172654,212,0
2172654,213,0
2172654,214,0
2172654,215,0
2172654,216,0
2172654,219,0
2172654,220,0
2172654,221,0
2172654,222,0
2172654,223,0
2172654,224,0
2172654,225,0
2172654,226,0
2172654,227,0
2172654,228,0
2172654,230,0
2172654,231,0
2172654,232,0
2172654,233,0
2172654,235,0
2172654,236,0
2172654,237,0
2172654,239,0
2172654,240,0
2172654,241,0
2172654,242,0
2172654,244,0
2172654,245,0
2172654,246,0
2172654,247,0
2172654,248,0
2172654,249,0
2172654,250,0
2172654,251,0
2172654,252,0
2172654,254,0
2172654,255,0
2172654,256,0
2172654,257,0
2172654,259,0
2172654,260,0
2172654,262,0
2172654,263,0
2172654,265,0
2172654,266,0
2172654,270,0
2172654,271,0
2172654,272,0
2172654,273,0
2172654,274,0
2172654,276,0
2172654,277,0
2172654,279,0
2172654,280,0
2172654,282,0
2172654,283,0
2172654,284,0
2172654,285,0
2172654,286,0
2172654,287,0
2172654,288,0
2172654,290,0
2172654,291,0
2172654,292,0
2172654,293,0
2172654,294,0
2172654,295,0
2172654,296,0
2172654,297,0
2172654,298,0
