CdProposition,NumberItemProposition,Distance
2171958,1,21.283149489990894
2171958,2,21.612054464205794
2171958,4,20.22910308292893
2171958,8,23.641062647032783
2171958,13,15.974424758050763
2171958,14,19.79594040869975
2171958,15,20.22910308292893
2171958,18,23.641062647032783
2171958,21,16.220036181613796
2171958,23,23.926573918549384
2171958,24,23.423961734046625
2171958,25,19.33081387678803
2171958,26,18.842459237376723
2171958,27,19.01036545955472
2171958,28,20.154873736315576
2171958,29,20.71327690435589
2171958,30,20.387632604038558
2171958,31,20.591247511709376
2171958,32,21.83021911432675
2171958,33,22.900410074113825
2171958,34,18.969409727136465
2171958,35,20.244841499288757
2171958,36,17.05472517979015
2171958,37,24.184224363208948
2171958,38,22.412356763648376
2171958,39,18.21277471094834
2171958,41,24.357218667673493
2171958,42,22.83931268244615
2171958,43,20.913699450545828
2171958,44,24.18014332150888
2171958,46,22.092911841491215
2171958,48,23.054821764237108
2171958,51,21.378680260030336
2171958,53,21.667241537649097
2171958,54,23.9288723504134
2171958,55,22.413688593260567
2171958,56,23.090752095578566
2171958,57,21.714144118733657
2171958,61,19.63211049932816
2171958,62,25.895578352809512
2171958,63,21.239883773588893
2171958,64,19.071781358774942
2171958,65,20.518944497392912
2171958,66,20.017714976278786
2171958,67,24.864282055614524
2171958,68,20.206859321024194
2171958,69,22.098072175552005
2171958,70,22.84134208247007
2171958,71,20.91451812313638
2171958,72,20.60750675894218
2171958,73,27.741578055245867
2171958,75,22.979999304544435
2171958,76,21.219141744260863
2171958,77,19.893722952763095
2171958,79,18.316014980135858
2171958,80,20.832379608442732
2171958,81,20.854902284088993
2171958,83,20.66869264197251
2171958,84,24.06638500294027
2171958,86,18.537192269109447
2171958,88,22.26329312938816
2171958,89,21.431609958752798
2171958,90,23.355862088419943
2171958,91,21.793802663913393
2171958,92,21.19542739497629
2171958,94,18.44496139355764
2171958,95,21.035378737359473
2171958,96,18.545809900407544
2171958,97,28.642824107241953
2171958,98,19.311258836487912
2171958,100,19.563045571369862
2171958,101,24.189679894364872
2171958,103,19.777750989371714
2171958,104,25.184135265145798
2171958,106,19.251781578243378
2171958,107,20.894694850014936
2171958,108,21.34344360976497
2171958,109,20.94159249548057
2171958,113,18.122489687970784
2171958,114,20.43046797904033
2171958,116,19.50459434342699
2171958,117,22.45143346040863
2171958,118,22.871320801361794
2171958,120,22.792397294005408
2171958,121,22.437794433166594
2171958,122,24.847818249865586
2171958,124,20.36193730316649
2171958,125,24.052464551153157
2171958,126,22.08151031593606
2171958,127,25.55422693980545
2171958,129,22.63355893051322
2171958,130,26.32716099696026
2171958,131,22.673530436163958
2171958,133,21.418737700294443
2171958,134,23.58111264907365
2171958,135,22.744317757539527
2171958,136,21.293759900420948
2171958,137,21.27625374086782
2171958,138,25.184135265145798
2171958,139,23.060432553638837
2171958,140,24.96371110409451
2171958,141,21.530088007052537
2171958,142,21.439151915955232
2171958,143,22.782395101229003
2171958,144,22.871320801361794
2171958,145,22.430739463468914
2171958,146,17.036993989270105
2171958,147,22.908856478503434
2171958,148,22.931020388663146
2171958,149,21.59367023474614
2171958,150,20.55460361606137
2171958,151,21.30840140955895
2171958,152,23.34909319339247
2171958,154,22.881561352029355
2171958,155,24.52877988863817
2171958,156,23.229992428750208
2171958,157,22.24912035336276
2171958,158,23.339468423124632
2171958,160,23.6335279272132
2171958,162,24.96371110409451
2171958,163,19.142263932666435
2171958,165,21.00093302200859
2171958,166,23.22166194078918
2171958,167,18.142088434846638
2171958,169,19.57178321161233
2171958,170,18.890163286304595
2171958,171,25.184135265145798
2171958,173,19.184261216291066
2171958,174,19.809007082110163
2171958,175,17.32576385169428
2171958,176,24.102280539716403
2171958,181,22.515108321343305
2171958,182,17.267938327234493
2171958,183,22.79569139857975
2171958,184,18.66880759611586
2171958,185,23.260523781004323
2171958,186,22.707225306672285
2171958,187,18.202636354824033
2171958,188,17.298477967979
2171958,189,21.364614144667293
2171958,190,21.727733617916606
2171958,191,21.43567096777587
2171958,192,21.543514074358807
2171958,193,23.231192591547153
2171958,194,23.0168493774237
2171958,195,18.6667709183814
2171958,197,22.61275523468347
2171958,199,19.767305438539246
2171958,200,21.271358079108424
2171958,201,18.562931879276356
2171958,202,21.15129460048932
2171958,203,21.023748418251525
2171958,204,21.078508694943274
2171958,205,23.524293717146698
2171958,207,22.025739307707138
2171958,208,20.561618698461753
2171958,209,23.032545057211674
2171958,210,24.45222056935957
2171958,212,19.458871317918213
2171958,213,21.782198360973048
2171958,214,17.987049657448022
2171958,215,18.623962443776282
2171958,216,23.58553415824453
2171958,219,21.06467907530123
2171958,220,18.01437738925068
2171958,221,22.810200865017602
2171958,222,21.728890335835075
2171958,223,20.365881022151154
2171958,224,20.01520672379936
2171958,225,21.092820168377802
2171958,226,20.288816022343227
2171958,227,22.65252931420754
2171958,228,22.5192673171024
2171958,230,20.338302992973667
2171958,231,23.746838389216894
2171958,232,25.265953662602502
2171958,233,15.935496748281183
2171958,235,23.12052108595644
2171958,236,22.129411074047137
2171958,237,19.803824417080566
2171958,239,22.921494764598688
2171958,240,22.681333749156078
2171958,241,21.820103090864393
2171958,242,25.05241435828606
2171958,244,19.36000264700415
2171958,245,23.7347758051492
2171958,246,20.890058689560533
2171958,247,22.958320360971168
2171958,248,24.341230488178606
2171958,249,23.934963363494244
2171958,250,21.020549112462568
2171958,251,26.273779465587157
2171958,252,23.30580228338841
2171958,254,20.71512883403973
2171958,255,23.920591931695245
2171958,256,20.877726793429
2171958,257,23.549354646415054
2171958,259,17.456565735179677
2171958,260,20.44020463438494
2171958,262,19.54177640282312
2171958,263,19.502663653245303
2171958,265,17.715199140178733
2171958,266,22.02065684193672
2171958,270,17.159152155574752
2171958,271,22.644604580403723
2171958,272,22.18381074957015
2171958,273,23.8162371641509
2171958,274,23.464772663300963
2171958,276,23.0389336180941
2171958,277,26.41737280916512
2171958,279,21.120281494821093
2171958,280,21.29360076920827
2171958,282,22.640595928739714
2171958,283,21.59109225083305
2171958,284,23.79857847124714
2171958,285,21.21834021116547
2171958,286,21.54301172068493
2171958,287,23.263542188938583
2171958,288,22.585454290665272
2171958,290,17.16535259863964
2171958,291,18.15573349313351
2171958,292,16.58323005710168
2171958,293,17.272265222644098
2171958,294,25.832671955308257
2171958,295,23.05595699680232
2171958,296,25.011145904710283
2171958,297,22.81896716647494
2171958,298,24.89069236619971
2171958,299,25.26911349535871
2171958,301,20.786624456656277
2171958,302,23.539263662624986
2171958,303,23.64764907560218
2171958,304,21.5582223914199
2171958,306,22.922677785272306
2171958,307,18.643699797834717
2171958,308,22.3221084000142
2171958,309,20.825063965500117
2171958,310,26.641319957089667
2171958,314,18.44895491393047
2171958,315,20.8606368644537
2171958,316,20.23237912811535
2171958,318,16.64843436777093
2171958,319,20.686977713196033
2171958,320,22.72430644048941
2171958,321,19.35544834103358
2171958,322,24.617671535324423
2171958,323,21.366864609560768
2171958,324,24.8378187389015
2171958,325,28.203103202440584
2171958,326,22.885588434625053
2171958,327,22.23699123307827
2171958,328,24.893548315987037
2171958,330,16.862901587193306
2171958,331,23.845369146943007
2171958,332,22.80398394959093
2171958,334,20.46278635852651
2171958,335,21.727221687326914
2171958,336,19.125249735882633
2171958,337,21.13257713675671
2171958,338,21.218126604453076
2171958,342,19.859347616815853
2171958,343,18.937678762200097
2171958,344,22.59914962152091
2171958,345,20.18073656969722
2171958,346,21.28181438516574
2171958,347,20.454087661569265
2171958,348,21.853729534820108
2171958,349,20.574253128602766
2171958,350,22.406134132391234
2171958,351,19.898203316430685
2171958,352,21.292330614793784
2171958,353,21.854456375789784
2171958,354,17.26900281240023
2171958,355,21.32971524890083
2171958,356,24.117280132026046
2171958,357,22.314446800654057
2171958,358,22.37057523062792
2171958,363,18.291225321909124
2171958,364,23.658588506270487
2171958,365,19.787674603200816
2171958,366,22.353173964657525
2171958,368,19.242533380052443
2171958,369,23.071738214076824
2171958,370,23.75106732139871
2171958,371,22.811917005680233
2171958,372,22.06627629424741
2171958,373,27.484046115651488
2171958,374,22.815420663025723
2171958,375,17.469814196133846
2171958,376,22.098586397918808
2171958,377,21.598943261316165
2171958,378,19.05132940639335
2171958,379,21.254635433902074
2171958,380,23.659342799319454
2171958,381,22.846242636961907
2171958,383,20.633794112561553
2171958,384,15.532605904798805
2171958,385,23.610973061717548
2171958,386,16.8724287720395
2171958,387,23.22519155075275
2171958,388,20.946910473912034
2171958,389,25.502885197774106
2171958,392,24.590768612792026
2171958,393,17.183481928727343
2171958,394,21.313981613139102
2171958,395,22.923645849434987
2171958,396,22.797240434168742
2171958,397,21.230916914313596
2171958,398,23.2650071730396
2171958,399,25.303054322268743
2171958,400,18.459589069792546
2171958,401,20.62683212395964
2171958,402,23.317893839240448
2171958,403,23.142601297905436
2171958,405,22.95782151658398
2171958,406,19.434511671443875
2171958,407,19.24773544578908
2171958,408,22.406822088586875
2171958,409,23.274035946796104
2171958,411,22.083111383832808
2171958,412,21.46326817491336
2171958,414,19.428217028174217
2171958,415,21.49512698623939
2171958,416,21.5337839517115
2171958,417,21.293812986543113
2171958,418,22.310594438814185
2171958,419,19.855683526531877
2171958,421,16.85959789959506
2171958,422,19.681617654388827
2171958,423,24.35431226088636
2171958,425,18.979969975311153
2171958,426,24.29966141671475
2171958,430,18.778726631179868
2171958,433,24.1493237383519
2171958,436,17.394073703014765
2171958,437,19.721709773617416
2171958,438,20.096828188227022
2171958,439,24.86750605447701
2171958,440,19.206950177643517
2171958,441,15.966163405576697
2171958,442,18.5117438895935
2171958,443,18.564808695641883
2171958,445,21.190832745391084
2171958,448,19.12834270498678
2171958,449,24.89554753553851
2171958,451,18.776979303839678
2171958,452,21.924048891715387
2171958,453,23.017440033751125
2171958,455,19.44561363428689
2171958,456,18.288040432772306
2171958,457,20.43727671923601
2171958,458,18.676470930739764
2171958,459,15.966163405576697
2171958,460,18.5117438895935
2171958,461,20.702845956521756
2171958,462,21.719087127543855
2171958,465,19.44561363428689
2171958,467,18.83191336673355
2171958,468,24.67335350967329
2171958,469,25.21458520265714
2171958,470,16.343142175575913
2171958,472,17.920071127371862
2171958,474,19.507582587476946
2171958,475,21.714169299148093
2171958,477,23.905527139215454
2171958,479,22.328890446325637
2171958,480,21.262714980412497
2171958,481,16.06837199342379
2171958,482,18.800627601053808
2171958,484,22.073275885849892
2171958,485,20.338394235711068
2171958,486,15.64846491146023
2171958,487,18.778726631179868
2171958,489,16.499480846198864
2171958,490,22.664805164210193
2171958,491,19.34062679937542
2171958,493,23.752403872242308
2171958,494,21.65946012003346
2171958,495,18.507939201502015
2171958,496,18.009436702356915
2171958,497,20.297843459707835
2171958,499,16.210121711241314
2171958,500,23.629271525602686
2171958,501,19.571725299952774
2171958,505,24.376507445498152
2171958,506,18.94552251473366
2171958,509,18.778726631179868
2171958,511,18.1284746637747
2171958,512,20.011112414607084
2171958,513,23.752403872242308
2171958,514,21.65946012003346
2171958,515,18.507939201502015
2171958,516,18.009436702356915
2171958,517,21.719087127543855
2171958,519,15.659377473354452
2171958,520,22.902024226724308
2171958,521,20.604693485024868
2171958,525,23.300836730777885
2171958,526,20.032935498064557
2171958,527,18.809643231967332
2171958,529,18.564808695641883
2171958,531,18.479126500829402
2171958,532,22.085381456755574
2171958,533,20.423716799600367
2171958,535,19.891210954531054
2171958,537,19.231644376377595
2171958,538,22.902024226724308
2171958,539,20.604693485024868
2171958,543,22.657632667919394
2171958,544,22.096741742759487
2171958,547,18.564808695641883
2171958,549,15.974424758050763
2171958,550,22.381863775780197
2171958,551,21.421012592289184
2171958,553,21.81195060383374
2171958,554,22.311612324448692
2171958,555,22.579262178406893
2171958,557,23.909242120108587
2171958,560,20.699553193758117
2171958,561,22.836642019307664
2171958,562,22.74327472303621
2171958,563,21.469547303761086
2171958,564,25.884181532130633
2171958,565,22.979999304544435
2171958,566,21.802174845403616
2171958,567,16.936719187747006
2171958,568,22.23030560078031
2171958,569,22.060548535982857
2171958,570,19.763257571811145
